OrderNumber,OrderLineItem,DateKey,OrderDate,StockDate,ProductKey,CustomerKey,TerritoryKey,OrderQuantity,ProductPrice,ProductCost,Revenue,TotalCost,Profit
SO50351,1,20160503,2016-05-03,2003-02-03,336,15885,1,1,699.0982,413.1463,699.0982,413.1463,285.9519
SO50347,1,20160503,2016-05-03,2003-03-04,356,27405,4,1,2071.4196,1117.8559,2071.4196,1117.8559,953.5637000000002
SO50353,1,20160503,2016-05-03,2003-02-09,385,14440,4,1,1000.4375,605.6492,1000.4375,605.6492,394.78830000000005
SO50356,1,20160503,2016-05-03,2003-02-27,354,15600,9,1,2071.4196,1117.8559,2071.4196,1117.8559,953.5637000000002
SO50357,1,20160503,2016-05-03,2003-04-17,352,15643,9,1,2071.4196,1117.8559,2071.4196,1117.8559,953.5637000000002
SO50361,1,20160503,2016-05-03,2003-03-12,387,19510,10,1,1000.4375,605.6492,1000.4375,605.6492,394.78830000000005
SO50355,1,20160503,2016-05-03,2003-03-31,352,15268,9,1,2071.4196,1117.8559,2071.4196,1117.8559,953.5637000000002
SO50359,1,20160503,2016-05-03,2003-03-04,370,24274,9,1,2443.35,1518.7864,2443.35,1518.7864,924.5636
SO50360,1,20160503,2016-05-03,2003-03-05,368,24301,9,1,2443.35,1518.7864,2443.35,1518.7864,924.5636
SO50363,1,20160504,2016-05-04,2003-04-16,358,27263,4,1,2049.0982,1105.81,2049.0982,1105.81,943.2882
SO50366,1,20160504,2016-05-04,2003-04-17,369,26294,6,1,2443.35,1518.7864,2443.35,1518.7864,924.5636
SO50369,1,20160504,2016-05-04,2003-03-04,352,15642,9,1,2071.4196,1117.8559,2071.4196,1117.8559,953.5637000000002
SO50370,1,20160504,2016-05-04,2003-01-26,377,17941,8,1,2181.5625,1320.6838,2181.5625,1320.6838,860.8787
SO50367,1,20160504,2016-05-04,2003-02-18,381,26572,6,1,1000.4375,605.6492,1000.4375,605.6492,394.78830000000005
SO50362,1,20160504,2016-05-04,2003-02-27,362,27292,1,1,2049.0982,1105.81,2049.0982,1105.81,943.2882
SO50364,1,20160504,2016-05-04,2003-04-02,324,21106,10,1,699.0982,413.1463,699.0982,413.1463,285.9519
SO50368,1,20160504,2016-05-04,2003-03-31,362,15265,9,1,2049.0982,1105.81,2049.0982,1105.81,943.2882
SO50365,1,20160504,2016-05-04,2003-01-17,370,13925,4,1,2443.35,1518.7864,2443.35,1518.7864,924.5636
SO50374,1,20160505,2016-05-05,2003-01-17,383,17787,7,1,1000.4375,605.6492,1000.4375,605.6492,394.78830000000005
SO50373,1,20160505,2016-05-05,2003-03-21,358,27260,4,1,2049.0982,1105.81,2049.0982,1105.81,943.2882
SO50375,1,20160505,2016-05-05,2003-02-07,381,17830,7,1,1000.4375,605.6492,1000.4375,605.6492,394.78830000000005
SO50384,1,20160505,2016-05-05,2003-02-20,340,27371,9,1,699.0982,413.1463,699.0982,413.1463,285.9519
SO50382,1,20160505,2016-05-05,2003-02-06,360,15591,9,1,2049.0982,1105.81,2049.0982,1105.81,943.2882
SO50383,1,20160505,2016-05-05,2003-01-11,326,27353,9,1,699.0982,413.1463,699.0982,413.1463,285.9519
SO50371,1,20160505,2016-05-05,2003-03-08,373,16431,7,1,2181.5625,1320.6838,2181.5625,1320.6838,860.8787
SO50380,1,20160505,2016-05-05,2003-01-21,356,11420,7,1,2071.4196,1117.8559,2071.4196,1117.8559,953.5637000000002
SO50376,1,20160505,2016-05-05,2003-04-16,385,17831,7,1,1000.4375,605.6492,1000.4375,605.6492,394.78830000000005
SO50381,1,20160505,2016-05-05,2003-02-14,356,15436,9,1,2071.4196,1117.8559,2071.4196,1117.8559,953.5637000000002
SO50379,1,20160505,2016-05-05,2003-01-25,358,13251,10,1,2049.0982,1105.81,2049.0982,1105.81,943.2882
SO50378,1,20160505,2016-05-05,2003-01-18,320,19473,7,1,699.0982,413.1463,699.0982,413.1463,285.9519
SO50372,1,20160505,2016-05-05,2003-03-25,358,27440,1,1,2049.0982,1105.81,2049.0982,1105.81,943.2882
SO50377,1,20160505,2016-05-05,2003-01-30,332,20913,8,1,699.0982,413.1463,699.0982,413.1463,285.9519
SO50395,1,20160506,2016-05-06,2003-03-13,383,14439,1,1,1000.4375,605.6492,1000.4375,605.6492,394.78830000000005
SO50390,1,20160506,2016-05-06,2003-02-20,352,13253,10,1,2071.4196,1117.8559,2071.4196,1117.8559,953.5637000000002
SO50385,1,20160506,2016-05-06,2003-03-31,356,27258,4,1,2071.4196,1117.8559,2071.4196,1117.8559,953.5637000000002
SO50387,1,20160506,2016-05-06,2003-04-07,354,27407,1,1,2071.4196,1117.8559,2071.4196,1117.8559,953.5637000000002
SO50398,1,20160506,2016-05-06,2003-03-04,360,15645,9,1,2049.0982,1105.81,2049.0982,1105.81,943.2882
SO50397,1,20160506,2016-05-06,2003-03-11,360,15588,9,1,2049.0982,1105.81,2049.0982,1105.81,943.2882
SO50396,1,20160506,2016-05-06,2003-03-14,362,15439,9,1,2049.0982,1105.81,2049.0982,1105.81,943.2882
SO50399,1,20160506,2016-05-06,2003-03-25,379,24457,9,1,2181.5625,1320.6838,2181.5625,1320.6838,860.8787
SO50389,1,20160506,2016-05-06,2003-03-27,362,12813,8,1,2049.0982,1105.81,2049.0982,1105.81,943.2882
SO50394,1,20160506,2016-05-06,2003-04-19,332,27557,6,1,699.0982,413.1463,699.0982,413.1463,285.9519
SO50388,1,20160506,2016-05-06,2003-02-02,352,27266,4,1,2071.4196,1117.8559,2071.4196,1117.8559,953.5637000000002
SO50392,1,20160506,2016-05-06,2003-03-14,328,15902,1,1,699.0982,413.1463,699.0982,413.1463,285.9519
SO50393,1,20160506,2016-05-06,2003-04-20,334,15918,1,1,699.0982,413.1463,699.0982,413.1463,285.9519
SO50386,1,20160506,2016-05-06,2003-03-08,373,17942,8,1,2181.5625,1320.6838,2181.5625,1320.6838,860.8787
SO50391,1,20160506,2016-05-06,2003-01-12,336,15901,1,1,699.0982,413.1463,699.0982,413.1463,285.9519
SO50400,1,20160507,2016-05-07,2003-01-11,368,18173,10,1,2443.35,1518.7864,2443.35,1518.7864,924.5636
SO50406,1,20160507,2016-05-07,2003-02-20,360,15229,9,1,2049.0982,1105.81,2049.0982,1105.81,943.2882
SO50407,1,20160507,2016-05-07,2003-04-22,371,24302,9,1,2181.5625,1320.6838,2181.5625,1320.6838,860.8787
SO50408,1,20160507,2016-05-07,2003-04-03,373,24368,9,1,2181.5625,1320.6838,2181.5625,1320.6838,860.8787
SO50404,1,20160507,2016-05-07,2003-03-03,358,11382,7,1,2049.0982,1105.81,2049.0982,1105.81,943.2882
SO50402,1,20160507,2016-05-07,2003-03-24,362,21622,6,1,2049.0982,1105.81,2049.0982,1105.81,943.2882
SO50401,1,20160507,2016-05-07,2003-03-16,371,18127,10,1,2181.5625,1320.6838,2181.5625,1320.6838,860.8787
SO50403,1,20160507,2016-05-07,2003-03-28,320,20914,8,1,699.0982,413.1463,699.0982,413.1463,285.9519
SO50405,1,20160507,2016-05-07,2003-04-07,387,14451,4,1,1000.4375,605.6492,1000.4375,605.6492,394.78830000000005
SO50410,1,20160508,2016-05-08,2003-02-11,377,18135,10,1,2181.5625,1320.6838,2181.5625,1320.6838,860.8787
SO50423,1,20160508,2016-05-08,2003-01-30,370,24360,9,1,2443.35,1518.7864,2443.35,1518.7864,924.5636
SO50411,1,20160508,2016-05-08,2003-01-15,379,18141,10,1,2181.5625,1320.6838,2181.5625,1320.6838,860.8787
SO50422,1,20160508,2016-05-08,2003-02-11,352,15223,9,1,2071.4196,1117.8559,2071.4196,1117.8559,953.5637000000002
SO50418,1,20160508,2016-05-08,2003-03-25,330,15897,4,1,699.0982,413.1463,699.0982,413.1463,285.9519
SO50415,1,20160508,2016-05-08,2003-04-19,322,20970,8,1,699.0982,413.1463,699.0982,413.1463,285.9519
SO50414,1,20160508,2016-05-08,2003-04-12,387,19285,8,1,1000.4375,605.6492,1000.4375,605.6492,394.78830000000005
SO50419,1,20160508,2016-05-08,2003-02-02,387,14453,1,1,1000.4375,605.6492,1000.4375,605.6492,394.78830000000005
SO50417,1,20160508,2016-05-08,2003-02-04,358,11417,7,1,2049.0982,1105.81,2049.0982,1105.81,943.2882
SO50412,1,20160508,2016-05-08,2003-01-31,358,27268,4,1,2049.0982,1105.81,2049.0982,1105.81,943.2882
SO50416,1,20160508,2016-05-08,2003-01-08,362,11406,7,1,2049.0982,1105.81,2049.0982,1105.81,943.2882
SO50413,1,20160508,2016-05-08,2003-02-23,354,27273,4,1,2071.4196,1117.8559,2071.4196,1117.8559,953.5637000000002
SO50420,1,20160508,2016-05-08,2003-01-10,387,25215,9,1,1000.4375,605.6492,1000.4375,605.6492,394.78830000000005
SO50409,1,20160508,2016-05-08,2003-03-14,371,18177,10,1,2181.5625,1320.6838,2181.5625,1320.6838,860.8787
SO50421,1,20160508,2016-05-08,2003-04-06,358,15724,9,1,2049.0982,1105.81,2049.0982,1105.81,943.2882
SO50426,1,20160509,2016-05-09,2003-01-27,354,21642,6,1,2071.4196,1117.8559,2071.4196,1117.8559,953.5637000000002
SO50427,1,20160509,2016-05-09,2003-04-23,334,15944,1,1,699.0982,413.1463,699.0982,413.1463,285.9519
SO50428,1,20160509,2016-05-09,2003-04-01,381,14421,1,1,1000.4375,605.6492,1000.4375,605.6492,394.78830000000005
SO50429,1,20160509,2016-05-09,2003-03-13,387,14433,4,1,1000.4375,605.6492,1000.4375,605.6492,394.78830000000005
SO50431,1,20160509,2016-05-09,2003-01-26,370,24371,9,1,2443.35,1518.7864,2443.35,1518.7864,924.5636
SO50424,1,20160509,2016-05-09,2003-04-07,377,16433,7,1,2181.5625,1320.6838,2181.5625,1320.6838,860.8787
SO50425,1,20160509,2016-05-09,2003-01-24,360,27421,2,1,2049.0982,1105.81,2049.0982,1105.81,943.2882
SO50430,1,20160509,2016-05-09,2003-03-19,387,25126,9,1,1000.4375,605.6492,1000.4375,605.6492,394.78830000000005
SO50434,1,20160510,2016-05-10,2003-01-30,375,13912,4,1,2181.5625,1320.6838,2181.5625,1320.6838,860.8787
SO50437,1,20160510,2016-05-10,2003-01-19,358,15647,9,1,2049.0982,1105.81,2049.0982,1105.81,943.2882
SO50436,1,20160510,2016-05-10,2003-03-08,385,25133,9,1,1000.4375,605.6492,1000.4375,605.6492,394.78830000000005
SO50435,1,20160510,2016-05-10,2003-03-19,356,12873,10,1,2071.4196,1117.8559,2071.4196,1117.8559,953.5637000000002
SO50433,1,20160510,2016-05-10,2003-03-13,326,21008,8,1,699.0982,413.1463,699.0982,413.1463,285.9519
SO50432,1,20160510,2016-05-10,2003-04-12,377,17940,8,1,2181.5625,1320.6838,2181.5625,1320.6838,860.8787
SO50438,1,20160511,2016-05-11,2003-02-10,371,17929,8,1,2181.5625,1320.6838,2181.5625,1320.6838,860.8787
SO50448,1,20160511,2016-05-11,2003-02-02,358,15219,9,1,2049.0982,1105.81,2049.0982,1105.81,943.2882
SO50445,1,20160511,2016-05-11,2003-01-26,387,26615,6,1,1000.4375,605.6492,1000.4375,605.6492,394.78830000000005
SO50439,1,20160511,2016-05-11,2003-01-28,360,21618,6,1,2049.0982,1105.81,2049.0982,1105.81,943.2882
SO50447,1,20160511,2016-05-11,2003-03-01,362,15726,9,1,2049.0982,1105.81,2049.0982,1105.81,943.2882
SO50440,1,20160511,2016-05-11,2003-04-11,381,19502,10,1,1000.4375,605.6492,1000.4375,605.6492,394.78830000000005
SO50444,1,20160511,2016-05-11,2003-01-20,389,14438,1,1,1000.4375,605.6492,1000.4375,605.6492,394.78830000000005
SO50449,1,20160511,2016-05-11,2003-04-07,352,15435,9,1,2071.4196,1117.8559,2071.4196,1117.8559,953.5637000000002
SO50443,1,20160511,2016-05-11,2003-04-26,362,11416,7,1,2049.0982,1105.81,2049.0982,1105.81,943.2882
SO50442,1,20160511,2016-05-11,2003-01-11,352,11402,7,1,2071.4196,1117.8559,2071.4196,1117.8559,953.5637000000002
SO50441,1,20160511,2016-05-11,2003-02-09,322,21104,10,1,699.0982,413.1463,699.0982,413.1463,285.9519
SO50458,1,20160512,2016-05-12,2003-04-20,354,15438,9,1,2071.4196,1117.8559,2071.4196,1117.8559,953.5637000000002
SO50450,1,20160512,2016-05-12,2003-03-06,368,16416,7,1,2443.35,1518.7864,2443.35,1518.7864,924.5636
SO50460,1,20160512,2016-05-12,2003-02-14,330,27352,9,1,699.0982,413.1463,699.0982,413.1463,285.9519
SO50451,1,20160512,2016-05-12,2003-03-19,360,27272,1,1,2049.0982,1105.81,2049.0982,1105.81,943.2882
SO50459,1,20160512,2016-05-12,2003-04-14,369,24458,9,1,2443.35,1518.7864,2443.35,1518.7864,924.5636
SO50457,1,20160512,2016-05-12,2003-04-04,358,15227,9,1,2049.0982,1105.81,2049.0982,1105.81,943.2882
SO50462,1,20160512,2016-05-12,2003-01-29,371,24364,9,1,2181.5625,1320.6838,2181.5625,1320.6838,860.8787
SO50454,1,20160512,2016-05-12,2003-02-13,389,19493,10,1,1000.4375,605.6492,1000.4375,605.6492,394.78830000000005
SO50456,1,20160512,2016-05-12,2003-03-29,360,15723,9,1,2049.0982,1105.81,2049.0982,1105.81,943.2882
SO50455,1,20160512,2016-05-12,2003-01-12,336,19480,7,1,699.0982,413.1463,699.0982,413.1463,285.9519
SO50453,1,20160512,2016-05-12,2003-02-18,381,17779,7,1,1000.4375,605.6492,1000.4375,605.6492,394.78830000000005
SO50452,1,20160512,2016-05-12,2003-02-22,360,27280,4,1,2049.0982,1105.81,2049.0982,1105.81,943.2882
SO50461,1,20160512,2016-05-12,2003-01-24,340,27355,9,1,699.0982,413.1463,699.0982,413.1463,285.9519
SO50469,1,20160513,2016-05-13,2003-03-21,320,27348,9,1,699.0982,413.1463,699.0982,413.1463,285.9519
SO50466,1,20160513,2016-05-13,2003-02-01,330,21105,10,1,699.0982,413.1463,699.0982,413.1463,285.9519
SO50463,1,20160513,2016-05-13,2003-04-20,370,18166,10,1,2443.35,1518.7864,2443.35,1518.7864,924.5636
SO50468,1,20160513,2016-05-13,2003-02-11,332,27346,9,1,699.0982,413.1463,699.0982,413.1463,285.9519
SO50471,1,20160513,2016-05-13,2003-02-08,352,12807,8,1,2071.4196,1117.8559,2071.4196,1117.8559,953.5637000000002
SO50464,1,20160513,2016-05-13,2003-04-08,381,19499,10,1,1000.4375,605.6492,1000.4375,605.6492,394.78830000000005
SO50465,1,20160513,2016-05-13,2003-03-18,381,19294,8,1,1000.4375,605.6492,1000.4375,605.6492,394.78830000000005
SO50470,1,20160513,2016-05-13,2003-03-04,338,27370,9,1,699.0982,413.1463,699.0982,413.1463,285.9519
SO50467,1,20160513,2016-05-13,2003-02-20,356,15221,9,1,2071.4196,1117.8559,2071.4196,1117.8559,953.5637000000002
SO50477,1,20160514,2016-05-14,2003-03-12,356,13252,10,1,2071.4196,1117.8559,2071.4196,1117.8559,953.5637000000002
SO50482,1,20160514,2016-05-14,2003-04-13,324,27354,9,1,699.0982,413.1463,699.0982,413.1463,285.9519
SO50472,1,20160514,2016-05-14,2003-04-25,358,27288,4,1,2049.0982,1105.81,2049.0982,1105.81,943.2882
SO50483,1,20160514,2016-05-14,2003-04-20,352,15578,9,1,2071.4196,1117.8559,2071.4196,1117.8559,953.5637000000002
SO50481,1,20160514,2016-05-14,2003-04-04,354,15262,9,1,2071.4196,1117.8559,2071.4196,1117.8559,953.5637000000002
SO50479,1,20160514,2016-05-14,2003-04-04,385,14449,1,1,1000.4375,605.6492,1000.4375,605.6492,394.78830000000005
SO50473,1,20160514,2016-05-14,2003-04-18,381,17827,7,1,1000.4375,605.6492,1000.4375,605.6492,394.78830000000005
SO50476,1,20160514,2016-05-14,2003-01-18,340,20980,8,1,699.0982,413.1463,699.0982,413.1463,285.9519
SO50480,1,20160514,2016-05-14,2003-01-20,383,25138,9,1,1000.4375,605.6492,1000.4375,605.6492,394.78830000000005
SO50475,1,20160514,2016-05-14,2003-02-14,381,19911,10,1,1000.4375,605.6492,1000.4375,605.6492,394.78830000000005
SO50474,1,20160514,2016-05-14,2003-03-02,362,27269,1,1,2049.0982,1105.81,2049.0982,1105.81,943.2882
SO50478,1,20160514,2016-05-14,2003-03-08,338,15893,1,1,699.0982,413.1463,699.0982,413.1463,285.9519
SO50489,1,20160515,2016-05-15,2003-04-02,362,15717,9,1,2049.0982,1105.81,2049.0982,1105.81,943.2882
SO50487,1,20160515,2016-05-15,2003-02-11,383,25213,9,1,1000.4375,605.6492,1000.4375,605.6492,394.78830000000005
SO50488,1,20160515,2016-05-15,2003-01-22,389,25218,9,1,1000.4375,605.6492,1000.4375,605.6492,394.78830000000005
SO50484,1,20160515,2016-05-15,2003-03-19,375,18028,10,1,2181.5625,1320.6838,2181.5625,1320.6838,860.8787
SO50486,1,20160515,2016-05-15,2003-01-28,381,14448,1,1,1000.4375,605.6492,1000.4375,605.6492,394.78830000000005
SO50490,1,20160515,2016-05-15,2003-02-27,352,15226,9,1,2071.4196,1117.8559,2071.4196,1117.8559,953.5637000000002
SO50492,1,20160515,2016-05-15,2003-02-18,370,24362,9,1,2443.35,1518.7864,2443.35,1518.7864,924.5636
SO50491,1,20160515,2016-05-15,2003-04-20,356,15644,9,1,2071.4196,1117.8559,2071.4196,1117.8559,953.5637000000002
SO50497,1,20160516,2016-05-16,2003-03-18,389,14419,1,1,1000.4375,605.6492,1000.4375,605.6492,394.78830000000005
SO50496,1,20160516,2016-05-16,2003-02-23,381,14452,1,1,1000.4375,605.6492,1000.4375,605.6492,394.78830000000005
SO50499,1,20160516,2016-05-16,2003-02-23,352,15214,9,1,2071.4196,1117.8559,2071.4196,1117.8559,953.5637000000002
SO50493,1,20160516,2016-05-16,2003-03-24,362,27453,4,1,2049.0982,1105.81,2049.0982,1105.81,943.2882
SO50494,1,20160516,2016-05-16,2003-02-14,379,16432,7,1,2181.5625,1320.6838,2181.5625,1320.6838,860.8787
SO50495,1,20160516,2016-05-16,2003-03-04,324,19475,7,1,699.0982,413.1463,699.0982,413.1463,285.9519
SO50498,1,20160516,2016-05-16,2003-03-19,389,14434,4,1,1000.4375,605.6492,1000.4375,605.6492,394.78830000000005
SO50500,1,20160516,2016-05-16,2003-03-27,354,15425,9,1,2071.4196,1117.8559,2071.4196,1117.8559,953.5637000000002
SO50507,1,20160517,2016-05-17,2003-04-27,332,27366,9,1,699.0982,413.1463,699.0982,413.1463,285.9519
SO50501,1,20160517,2016-05-17,2003-04-14,377,18625,10,1,2181.5625,1320.6838,2181.5625,1320.6838,860.8787
SO50508,1,20160517,2016-05-17,2003-02-09,373,24361,9,1,2181.5625,1320.6838,2181.5625,1320.6838,860.8787
SO50506,1,20160517,2016-05-17,2003-03-14,334,27342,9,1,699.0982,413.1463,699.0982,413.1463,285.9519
SO50503,1,20160517,2016-05-17,2003-02-13,389,19286,8,1,1000.4375,605.6492,1000.4375,605.6492,394.78830000000005
SO50504,1,20160517,2016-05-17,2003-04-07,356,12874,10,1,2071.4196,1117.8559,2071.4196,1117.8559,953.5637000000002
SO50502,1,20160517,2016-05-17,2003-03-07,375,16425,7,1,2181.5625,1320.6838,2181.5625,1320.6838,860.8787
SO50505,1,20160517,2016-05-17,2003-02-27,360,11410,7,1,2049.0982,1105.81,2049.0982,1105.81,943.2882
SO50509,1,20160518,2016-05-18,2003-03-21,370,16415,7,1,2443.35,1518.7864,2443.35,1518.7864,924.5636
SO50510,1,20160518,2016-05-18,2003-02-20,377,24365,9,1,2181.5625,1320.6838,2181.5625,1320.6838,860.8787
SO50515,1,20160519,2016-05-19,2003-04-05,358,15215,9,1,2049.0982,1105.81,2049.0982,1105.81,943.2882
SO50511,1,20160519,2016-05-19,2003-02-11,369,18621,10,1,2443.35,1518.7864,2443.35,1518.7864,924.5636
SO50517,1,20160519,2016-05-19,2003-02-27,352,27423,4,1,2071.4196,1117.8559,2071.4196,1117.8559,953.5637000000002
SO50516,1,20160519,2016-05-19,2003-02-10,360,15646,9,1,2049.0982,1105.81,2049.0982,1105.81,943.2882
SO50514,1,20160519,2016-05-19,2003-03-14,340,15904,4,1,699.0982,413.1463,699.0982,413.1463,285.9519
SO50513,1,20160519,2016-05-19,2003-02-15,362,12825,8,1,2049.0982,1105.81,2049.0982,1105.81,943.2882
SO50512,1,20160519,2016-05-19,2003-02-28,356,27418,4,1,2071.4196,1117.8559,2071.4196,1117.8559,953.5637000000002
SO50522,1,20160520,2016-05-20,2003-02-17,389,17780,7,1,1000.4375,605.6492,1000.4375,605.6492,394.78830000000005
SO50526,1,20160520,2016-05-20,2003-04-28,320,27340,9,1,699.0982,413.1463,699.0982,413.1463,285.9519
SO50520,1,20160520,2016-05-20,2003-03-18,356,27264,1,1,2071.4196,1117.8559,2071.4196,1117.8559,953.5637000000002
SO50523,1,20160520,2016-05-20,2003-02-15,360,12860,10,1,2049.0982,1105.81,2049.0982,1105.81,943.2882
SO50521,1,20160520,2016-05-20,2003-03-21,356,27279,1,1,2071.4196,1117.8559,2071.4196,1117.8559,953.5637000000002
SO50524,1,20160520,2016-05-20,2003-03-08,320,15914,1,1,699.0982,413.1463,699.0982,413.1463,285.9519
SO50525,1,20160520,2016-05-20,2003-05-05,387,14447,1,1,1000.4375,605.6492,1000.4375,605.6492,394.78830000000005
SO50519,1,20160520,2016-05-20,2003-03-08,371,17934,8,1,2181.5625,1320.6838,2181.5625,1320.6838,860.8787
SO50527,1,20160520,2016-05-20,2003-02-26,377,24377,9,1,2181.5625,1320.6838,2181.5625,1320.6838,860.8787
SO50532,1,20160521,2016-05-21,2003-04-14,371,13915,4,1,2181.5625,1320.6838,2181.5625,1320.6838,860.8787
SO50528,1,20160521,2016-05-21,2003-03-11,371,18160,10,1,2181.5625,1320.6838,2181.5625,1320.6838,860.8787
SO50534,1,20160521,2016-05-21,2003-04-02,356,12826,8,1,2071.4196,1117.8559,2071.4196,1117.8559,953.5637000000002
SO50536,1,20160521,2016-05-21,2003-04-30,369,24462,9,1,2443.35,1518.7864,2443.35,1518.7864,924.5636
SO50531,1,20160521,2016-05-21,2003-03-06,330,19452,7,1,699.0982,413.1463,699.0982,413.1463,285.9519
SO50533,1,20160521,2016-05-21,2003-04-29,358,11409,7,1,2049.0982,1105.81,2049.0982,1105.81,943.2882
SO50537,1,20160521,2016-05-21,2003-03-06,332,27341,9,1,699.0982,413.1463,699.0982,413.1463,285.9519
SO50530,1,20160521,2016-05-21,2003-05-04,387,19912,10,1,1000.4375,605.6492,1000.4375,605.6492,394.78830000000005
SO50535,1,20160521,2016-05-21,2003-03-16,379,24460,9,1,2181.5625,1320.6838,2181.5625,1320.6838,860.8787
SO50529,1,20160521,2016-05-21,2003-03-16,358,27295,1,1,2049.0982,1105.81,2049.0982,1105.81,943.2882
SO50544,1,20160522,2016-05-22,2003-02-05,362,15722,9,1,2049.0982,1105.81,2049.0982,1105.81,943.2882
SO50540,1,20160522,2016-05-22,2003-04-10,389,19506,10,1,1000.4375,605.6492,1000.4375,605.6492,394.78830000000005
SO50547,1,20160522,2016-05-22,2003-04-14,371,24381,9,1,2181.5625,1320.6838,2181.5625,1320.6838,860.8787
SO50543,1,20160522,2016-05-22,2003-03-31,381,25221,9,1,1000.4375,605.6492,1000.4375,605.6492,394.78830000000005
SO50545,1,20160522,2016-05-22,2003-03-08,354,15587,9,1,2071.4196,1117.8559,2071.4196,1117.8559,953.5637000000002
SO50549,1,20160522,2016-05-22,2003-02-21,324,27365,9,1,699.0982,413.1463,699.0982,413.1463,285.9519
SO50539,1,20160522,2016-05-22,2003-01-23,358,27261,1,1,2049.0982,1105.81,2049.0982,1105.81,943.2882
SO50541,1,20160522,2016-05-22,2003-02-10,362,12806,8,1,2049.0982,1105.81,2049.0982,1105.81,943.2882
SO50548,1,20160522,2016-05-22,2003-04-25,371,24461,9,1,2181.5625,1320.6838,2181.5625,1320.6838,860.8787
SO50542,1,20160522,2016-05-22,2003-04-18,385,14442,4,1,1000.4375,605.6492,1000.4375,605.6492,394.78830000000005
SO50546,1,20160522,2016-05-22,2003-03-29,354,15597,9,1,2071.4196,1117.8559,2071.4196,1117.8559,953.5637000000002
SO50538,1,20160522,2016-05-22,2003-01-30,358,21614,6,1,2049.0982,1105.81,2049.0982,1105.81,943.2882
SO50554,1,20160523,2016-05-23,2003-01-28,320,21015,8,1,699.0982,413.1463,699.0982,413.1463,285.9519
SO50552,1,20160523,2016-05-23,2003-04-15,375,16430,7,1,2181.5625,1320.6838,2181.5625,1320.6838,860.8787
SO50556,1,20160523,2016-05-23,2003-02-19,377,13927,4,1,2181.5625,1320.6838,2181.5625,1320.6838,860.8787
SO50559,1,20160523,2016-05-23,2003-04-29,360,15228,9,1,2049.0982,1105.81,2049.0982,1105.81,943.2882
SO50561,1,20160523,2016-05-23,2003-04-14,379,24459,9,1,2181.5625,1320.6838,2181.5625,1320.6838,860.8787
SO50550,1,20160523,2016-05-23,2003-03-05,356,27448,4,1,2071.4196,1117.8559,2071.4196,1117.8559,953.5637000000002
SO50551,1,20160523,2016-05-23,2003-04-13,373,18168,10,1,2181.5625,1320.6838,2181.5625,1320.6838,860.8787
SO50557,1,20160523,2016-05-23,2003-01-27,360,12861,10,1,2049.0982,1105.81,2049.0982,1105.81,943.2882
SO50560,1,20160523,2016-05-23,2003-04-24,362,15716,9,1,2049.0982,1105.81,2049.0982,1105.81,943.2882
SO50553,1,20160523,2016-05-23,2003-03-05,387,19500,10,1,1000.4375,605.6492,1000.4375,605.6492,394.78830000000005
SO50555,1,20160523,2016-05-23,2003-02-08,328,21006,8,1,699.0982,413.1463,699.0982,413.1463,285.9519
SO50558,1,20160523,2016-05-23,2003-02-13,360,12816,8,1,2049.0982,1105.81,2049.0982,1105.81,943.2882
SO50563,1,20160524,2016-05-24,2003-02-01,379,18633,10,1,2181.5625,1320.6838,2181.5625,1320.6838,860.8787
SO50565,1,20160524,2016-05-24,2003-04-23,362,27439,4,1,2049.0982,1105.81,2049.0982,1105.81,943.2882
SO50569,1,20160524,2016-05-24,2003-02-19,334,20930,8,1,699.0982,413.1463,699.0982,413.1463,285.9519
SO50570,1,20160524,2016-05-24,2003-01-29,377,13939,4,1,2181.5625,1320.6838,2181.5625,1320.6838,860.8787
SO50572,1,20160524,2016-05-24,2003-01-26,328,15899,4,1,699.0982,413.1463,699.0982,413.1463,285.9519
SO50568,1,20160524,2016-05-24,2003-05-04,340,21093,10,1,699.0982,413.1463,699.0982,413.1463,285.9519
SO50571,1,20160524,2016-05-24,2003-04-04,342,15890,4,1,699.0982,413.1463,699.0982,413.1463,285.9519
SO50562,1,20160524,2016-05-24,2003-04-25,373,17945,8,1,2181.5625,1320.6838,2181.5625,1320.6838,860.8787
SO50574,1,20160524,2016-05-24,2003-03-23,360,15267,9,1,2049.0982,1105.81,2049.0982,1105.81,943.2882
SO50564,1,20160524,2016-05-24,2003-01-25,360,27424,4,1,2049.0982,1105.81,2049.0982,1105.81,943.2882
SO50575,1,20160524,2016-05-24,2003-05-06,324,27359,9,1,699.0982,413.1463,699.0982,413.1463,285.9519
SO50576,1,20160524,2016-05-24,2003-04-03,369,24300,9,1,2443.35,1518.7864,2443.35,1518.7864,924.5636
SO50573,1,20160524,2016-05-24,2003-05-07,328,15934,1,1,699.0982,413.1463,699.0982,413.1463,285.9519
SO50567,1,20160524,2016-05-24,2003-04-13,352,27286,3,1,2071.4196,1117.8559,2071.4196,1117.8559,953.5637000000002
SO50577,1,20160524,2016-05-24,2003-03-13,371,24372,9,1,2181.5625,1320.6838,2181.5625,1320.6838,860.8787
SO50581,1,20160525,2016-05-25,2003-04-13,326,15909,4,1,699.0982,413.1463,699.0982,413.1463,285.9519
SO50582,1,20160525,2016-05-25,2003-03-14,389,26582,6,1,1000.4375,605.6492,1000.4375,605.6492,394.78830000000005
